filename,transcription
03-01-03-02-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-01-02-07.wav,KITS ARE TALKING BY THE DOOR
03-01-04-02-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-07.wav,TIDS ARE TALKING BY THE DOOR
03-01-05-02-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-01-01-07.wav,KADES ARE TALKING BY THE DOOR
03-01-06-01-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-01-01-07.wav,KADS ARE TALKING BY THE DOOR
03-01-06-02-01-02-07.wav,KIDES ARE TALKING BY THE DOOR
03-01-06-02-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-01-01-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-01-01-07.wav,KATES ARE TALKING BY THE DOOR
03-01-08-02-01-02-07.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-02-01-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-07.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-08.wav,CANCER TALKING BY THE DOOR
03-01-01-01-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-08.wav,KITS ARE TALKING BY THE DOOR
03-01-02-01-01-02-08.wav,KITS ARE TALKING BY THE DOOR
03-01-02-01-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-08.wav,KITS ARE TALKING BY THE DOOR
03-01-02-02-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-02-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-02-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-08.wav,KIDSAR TALKING BY THE DOOR
03-01-04-01-02-01-08.wav,DE OXOR SITTING BY THE DOOR
03-01-04-01-02-02-08.wav,DOCS OR SITTING BY THE DOOR
03-01-04-02-01-01-08.wav,KINS ARE TALKING BY THE DOOR
03-01-04-02-01-02-08.wav,GETS ERE JOCKING BY THE DOOR
03-01-04-02-02-01-08.wav,DOGS AR SITTING BY THE DOOR
03-01-04-02-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-01-02-08.wav,KIDAR TALKING BY THE DOOR
03-01-05-02-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-08.wav,DOBS ARE SITTING BY THE DOOR
03-01-06-01-01-01-08.wav,KISS ER TALKING BY THE DOOR
03-01-06-01-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-01-01-08.wav,KI THEY'RE TALKING BY THE DOOR
03-01-06-02-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-02-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-08.wav,DOGS WERE SITTING BY THE DOOR
03-01-07-01-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-01-01-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-01-02-08.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-02-01-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-08.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-09.wav,KIDS WERE TALKING BY THE DOOR
03-01-01-01-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-09.wav,KIDS WERE TALKING BY THE DOOR
03-01-02-01-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-09.wav,KIDS WARE TALKING BY THE TOR
03-01-02-02-01-02-09.wav,KADS ARE TALKING BY THE DOOR
03-01-02-02-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-09.wav,DOGS IS SITTING BY THE DOOR
03-01-03-01-01-01-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-01-02-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-09.wav,KIDS HERE TALKING BY THE DOOR
03-01-03-02-01-02-09.wav,KIDS ARE TALKING BY THE DOHOR
03-01-03-02-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-01-01-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-09.wav,KIDS ARE TARKING BY THE DOOR
03-01-04-01-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-02-02-09.wav,GORGS ARE SITTING BY THE DOOR
03-01-04-02-01-01-09.wav,ITS YOU'RE TALKING BY THE DOOR
03-01-04-02-01-02-09.wav,AS ARE TALKING BIT ET TO O
03-01-04-02-02-01-09.wav,TOKS ARE SITTING BY THE DOOR
03-01-04-02-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-09.wav,KINS ARE TALKING BY THE DOOR
03-01-05-02-01-02-09.wav,GINS ARE TALKING BY THE DOOR
03-01-05-02-02-01-09.wav,DOGS ARE SILLING BY THE DOOR
03-01-05-02-02-02-09.wav,DOGS ARE SIRRING BY THE DOOR
03-01-06-01-01-01-09.wav,KIDS WERE TALKING BY THE DOOR
03-01-06-01-01-02-09.wav,KIDS OF TALKING BY THE DOOR
03-01-06-01-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-09.wav,DOXS IS SITTING BY THE DOOR
03-01-06-02-01-01-09.wav,ANSO TALKING BY THE DOOR
03-01-06-02-01-02-09.wav,KINDS ARE TALKING BY THE DOOR
03-01-06-02-02-01-09.wav,DON'T YOU SITTING BY THE DOOR
03-01-06-02-02-02-09.wav,DARTYO SITTING BY THE DOOR
03-01-07-01-01-01-09.wav,KENS ARE TALKING BY THE DOOR
03-01-07-01-01-02-09.wav,KIDS ARE TALKING BY THE DOGER
03-01-07-01-02-01-09.wav,ARGU SITTING BY THE DOOR
03-01-07-01-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-01-01-09.wav,GIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-09.wav,DARG AR SITTING BY THE DOOR
03-01-08-01-01-01-09.wav,KITS ARE TALKING BY THE DOOR
03-01-08-01-01-02-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-01-01-09.wav,KIPS I TALKING BY THE DOOR
03-01-08-02-01-02-09.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-02-01-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-09.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-02-01-10.wav,DOGGS WER SITTING BY THE DOOR
03-01-02-01-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-10.wav,KADS ARE TALKING BY THE DOOR
03-01-03-02-01-02-10.wav,KITS ARE TALKING BY THE DOOR
03-01-03-02-02-01-10.wav,DOG AR SITTING BY THE DOOR
03-01-03-02-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-02-01-10.wav,DOGS WERE SITTING BY THE DOOR
03-01-04-01-02-02-10.wav,DOGS IR SITTING BY THE DOOR
03-01-04-02-01-01-10.wav,KINS ARE TALKING BY THE DOOR
03-01-04-02-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-02-01-02-10.wav,KID'S ARE TALKING BY THE DOOR
03-01-06-02-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-01-01-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-01-02-10.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-02-01-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-10.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-11.wav,DOGS WERE SITTING BY THE DOOR
03-01-03-02-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-02-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-02-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-01-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-06-02-01-02-11.wav,KINS ARE TALKING BY THE DOOR
03-01-06-02-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-01-01-11.wav,KINTS ARE TALKING BY THE DOOR
03-01-08-01-01-02-11.wav,KITS ARE TALKING BY THE DOOR
03-01-08-01-02-01-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-11.wav,DOTOR SITTING BY THE DOOR
03-01-08-02-01-01-11.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-01-02-11.wav,KINS ARE TALKING BY THE DOOR
03-01-08-02-02-01-11.wav,DOGTER SITTING BY THE DOOR
03-01-08-02-02-02-11.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-02-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-12.wav,KITS ARE TALKING BY THE DOOR
03-01-03-02-01-02-12.wav,KITS ARE TALKING BY THE DOOR
03-01-03-02-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-02-02-12.wav,DOTS AYRE SITTING BY THE DOOR
03-01-04-01-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-12.wav,KEDNA TALKING BY THE DOOR
03-01-05-02-01-02-12.wav,HEADS ARE TALKING BY THE DOOR
03-01-05-02-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-12.wav,DOGS ARE SETTING BY THE DOOR
03-01-06-01-01-01-12.wav,KEDS ARE TALKING BY THE DOOR
03-01-06-01-01-02-12.wav,KIDLEYR TALKING BY THE DOOR
03-01-06-01-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-02-01-01-12.wav,CANT THEY'RE TALKING BY THE DOOR
03-01-06-02-01-02-12.wav,GET THE TALKING BY THE DOOR
03-01-06-02-02-01-12.wav,DOGAR SETTING BY THE DOOR
03-01-06-02-02-02-12.wav,DON'T TA SETTING BY THE DOOR
03-01-07-01-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-01-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-01-02-02-12.wav,DOCS AR SITTING BY THE DOOR
03-01-07-02-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-07-02-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-07-02-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-01-01-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-01-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-01-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-01-01-12.wav,KITS ARE TALKING BY THE DOOR
03-01-08-02-01-02-12.wav,KIDS ARE TALKING BY THE DOOR
03-01-08-02-02-01-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-08-02-02-02-12.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-01-02-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-01-01-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-01-01-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-02-01-01-02-13.wav,KINS ARE TALKING BY THE DOOR
03-01-02-01-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-01-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-01-01-13.wav,KIVS ARE TALKING BY THE DOOR
03-01-02-02-01-02-13.wav,KINS ARE TALKING BY THE DOOR
03-01-02-02-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-02-02-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-01-02-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-01-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-01-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-03-02-01-02-13.wav,KINS A'RE TALKING BY THE DOOR
03-01-03-02-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-03-02-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-01-02-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-01-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-01-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-01-02-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-04-02-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-04-02-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-01-02-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-01-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-01-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-01-02-13.wav,KIDS ARE TALKING BY THE DOOR
03-01-05-02-02-01-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-05-02-02-02-13.wav,DOGS ARE SITTING BY THE DOOR
03-01-06-01-01-01-13.wav,KIDS ARE TALKING BY THE DOOR
